城市,板块,名称,链接,户型,面积,朝向,楼层,装修,小区,区域,总价,单价,建成时间,发布时间,关注,其他信息
上海,静安,此房满五年，电梯 全明，市北，地铁500米，,https://sh.lianjia.com/ershoufang/107107455503.html,2室1厅,55.59平米,南,中楼层(共20层),简装,永兴小马路70号,西藏北路, 435万,"78,252元/平",1985年建,23天以前发布,4人关注,塔楼、VR看装修、房本满五年
上海,静安,内环内三轨交，边套全明电梯两房,https://sh.lianjia.com/ershoufang/107107445785.html,2室1厅,88.74平米,南,低楼层(共25层),简装,包运大厦,西藏北路, 680万,"76,629元/平",1996年建,24天以前发布,5人关注,塔楼、近地铁、VR看装修、房本满五年
上海,静安,内环内 电梯两房 产权干净 业主诚意卖 随时可签,https://sh.lianjia.com/ershoufang/107107421111.html,2室1厅,65.92平米,东北,20层,简装,南星小区,西藏北路, 520万,"78,884元/平",1984年建,27天以前发布,3人关注,塔楼、近地铁、VR看装修、房本满五年
上海,静安,内环内电梯小户型 上车好房 配套齐全 业主诚意卖房,https://sh.lianjia.com/ershoufang/107107523448.html,1室1厅,44.05平米,南,低楼层(共9层),精装,绿厦小区,西藏北路, 340万,"77,186元/平",1982年建,13天以前发布,1人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,总价低 装修样板间标准 看房方便 业主诚意,https://sh.lianjia.com/ershoufang/107104116393.html,2室2厅,98.2平米,南,低楼层(共24层),精装,天晋小区,西藏北路, 499万,"50,815元/平",1997年建,一年前发布,750人关注,塔楼、近地铁、VR看装修、随时看房
上海,静安,中兴路地铁口，低楼层，一梯两户，业主诚售,https://sh.lianjia.com/ershoufang/107106485634.html,1室2厅,71.98平米,南,低楼层(共7层),简装,志园公寓,西藏北路, 580万,"80,578元/平",1998年建,5个月以前发布,12人关注,板楼、近地铁、VR看装修、房本满两年、随时看房
上海,静安,女总裁产权，边套全明，三轨交，近公园,https://sh.lianjia.com/ershoufang/107106049598.html,2室1厅,53.01平米,南,中楼层(共6层),简装,象山小区,西藏北路, 439万,"82,815元/平",1978年建,8个月以前发布,26人关注,板楼、近地铁、VR看装修、房本满两年、随时看房
上海,静安,象山小区内环内 满五精装修 2室1厅 居家自住 保养好,https://sh.lianjia.com/ershoufang/107107149666.html,2室1厅,48.21平米,南,高楼层(共7层),精装,象山小区,西藏北路, 390万,"80,897元/平",1976年建,2个月以前发布,7人关注,板塔结合、近地铁、VR房源、房本满五年、随时看房
上海,静安,内环内人车分流+空中花园+阳光好落地飘窗+4轨交汇,https://sh.lianjia.com/ershoufang/107106686663.html,2室2厅,107.45平米,南,33层,精装,精文城上城,西藏北路, 958万,"89,158元/平",2004年建,4个月以前发布,50人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,静安,天潼路地铁10，12号线200米苏州河300米，60万方万象城,https://sh.lianjia.com/ershoufang/107106988883.html,1室1厅,51.6平米,南,24层,简装,联富假日公寓,西藏北路, 520万,"100,776元/平",2007年建,2个月以前发布,3人关注,板楼、VR看装修、房本满五年、随时看房
上海,静安,商品房小区，一梯二户南北通透，楼层好采光佳满五诚售,https://sh.lianjia.com/ershoufang/107106520986.html,1室1厅,53.66平米,南 北,中楼层(共7层),简装,志业公寓,西藏北路, 410万,"76,408元/平",1996年建,4个月以前发布,15人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,静安,苏州河畔，大悦城旁，售后公房，电梯房，税费少总价低,https://sh.lianjia.com/ershoufang/107107020269.html,2室1厅,63.48平米,南,20层,简装,南星小区,西藏北路, 620万,"97,669元/平",1984年建,2个月以前发布,8人关注,塔楼、近地铁、VR看装修、房本满五年、随时看房
上海,静安,花园式小区，内环内精装修两房  可拎包入住 看房随时,https://sh.lianjia.com/ershoufang/107106662470.html,2室1厅,65.9平米,西北,20层,精装,南星小区,西藏北路, 550万,"83,460元/平",1985年建,4个月以前发布,22人关注,塔楼、近地铁、VR看装修、房本满五年、随时看房
上海,静安,售后公房 精装低总价电梯房  配套齐 近地铁 随时看,https://sh.lianjia.com/ershoufang/107106682343.html,2室0厅,41.99平米,东 北,中楼层(共20层),精装,永兴小马路70号,西藏北路, 325万,"77,400元/平",1985年建,4个月以前发布,16人关注,塔楼、VR看装修、房本满五年、随时看房
上海,静安,内环内地铁口两房全明，中楼层小区环境优美,https://sh.lianjia.com/ershoufang/107106295675.html,2室1厅,52.59平米,南 北,中楼层(共6层),简装,虬江路909弄,西藏北路, 430万,"81,765元/平",1987年建,6个月以前发布,44人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,静安,满五 唯 一，税费少，业主诚意，四轨交近地铁,https://sh.lianjia.com/ershoufang/107107532110.html,2室0厅,51.64平米,南,低楼层(共7层),精装,包运大厦,西藏北路, 438万,"84,818元/平",1995年建,12天以前发布,5人关注,板楼、近地铁、VR看装修、随时看房
上海,静安,预算有限的看过来！内环 富 人 区 公房！低总价两房,https://sh.lianjia.com/ershoufang/107106470215.html,1室1厅,36.13平米,西 北,高楼层(共7层),精装,芷江中路459弄,西藏北路, 239万,"66,151元/平",1988年建,5个月以前发布,56人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,静安,税费各付+朝向正南+中间楼层+采光好+93年房龄+近地铁,https://sh.lianjia.com/ershoufang/107106178354.html,1室1厅,50.3平米,南,中楼层(共7层),简装,三宝花苑,西藏北路, 380万,"75,547元/平",1993年建,7个月以前发布,15人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,静安,奔腾新干线 1室2厅 南,https://sh.lianjia.com/ershoufang/107106266849.html,1室2厅,58.32平米,南,低楼层(共32层) ,简装,奔腾新干线,西藏北路, 458万,"78,533元/平",,6个月以前发布,13人关注,塔楼、近地铁、VR看装修、房本满五年、随时看房
上海,静安,去年的全新装修，全屋定制，空调加地暖，拎包入住,https://sh.lianjia.com/ershoufang/107106618544.html,2室2厅,87.25平米,南,25层,精装,绿洲雅宾利花园(二期),西藏北路, 990万,"113,468元/平",2010年建,4个月以前发布,49人关注,板塔结合、近地铁、VR看装修、房本满五年、随时看房
上海,静安,3.4号线地铁200米，售后公房，满五税少,https://sh.lianjia.com/ershoufang/107105004205.html,2室0厅,52.16平米,南 北,高楼层(共6层),简装,公兴路45弄,西藏北路, 415万,"79,563元/平",1982年建,一年前发布,59人关注,板楼、近地铁、VR房源、房本满五年
上海,静安,内环内地铁口 03年房龄 小面积低总价电梯房,https://sh.lianjia.com/ershoufang/107105059273.html,1室1厅,41.59平米,西南,低楼层(共32层) ,精装,奔腾新干线,西藏北路, 330万,"79,346元/平",,一年前发布,53人关注,塔楼、近地铁、VR看装修、房本满五年
上海,静安,满五年，精装拎包入住，交通便利,https://sh.lianjia.com/ershoufang/107103401150.html,1室1厅,39.93平米,南,低楼层(共32层),精装,奔腾新干线,西藏北路, 335万,"83,897元/平",2003年建,一年前发布,45人关注,塔楼、近地铁、VR看装修、房本满五年
上海,静安,全南户型，楼层高，采光好，诚意出售,https://sh.lianjia.com/ershoufang/107106909517.html,2室2厅,108.71平米,南,31层,精装,万科翡翠雅宾利,西藏北路, 1670万,"153,620元/平",2016年建,3个月以前发布,10人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,诚售 苏河湾高区景观房 精装修拎包入住 万象城加持,https://sh.lianjia.com/ershoufang/107106623982.html,2室2厅,84.52平米,南,28层,精装,圣和圣广场(公寓),西藏北路, 998万,"118,079元/平",2008年建,4个月以前发布,30人关注,板塔结合、近地铁、VR看装修、房本满两年
上海,静安,百万方中兴城地表级，4万方城市绿肺，满5唯壹税费少,https://sh.lianjia.com/ershoufang/107106349824.html,3室2厅,157.95平米,南 北,中楼层(共32层),精装,绿洲雅宾利花园(一期),西藏北路, 1880万,"119,026元/平",2007年建,5个月以前发布,25人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,南北通透，采光充足，近地铁，临大悦城,https://sh.lianjia.com/ershoufang/107106896786.html,2室2厅,105.6平米,南 北,高楼层(共10层),精装,华祺苑,西藏北路, 1250万,"118,372元/平",2005年建,3个月以前发布,21人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,陆家嘴、摩天轮双景观 地铁300米 公园旁 精装带墙暖,https://sh.lianjia.com/ershoufang/107106414386.html,3室2厅,128.9平米,南 北,中楼层(共32层),精装,绿洲雅宾利花园(一期),西藏北路, 1560万,"121,025元/平",2007年建,5个月以前发布,55人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,新静安次新大三房，开发商样板间，诚意出售,https://sh.lianjia.com/ershoufang/107107180012.html,3室2厅,181.05平米,南 北,31层 ,精装,万科翡翠雅宾利,西藏北路, 2499万,"138,029元/平",,1个月以前发布,13人关注,板楼、近地铁、VR看装修、房本满两年
上海,静安,静安区苏州河旁 地铁口边 总价低 电梯中区三房,https://sh.lianjia.com/ershoufang/107106476129.html,3室2厅,106.46平米,东,中楼层(共24层),简装,天晋小区,西藏北路, 743万,"69,792元/平",1997年建,5个月以前发布,50人关注,塔楼、近地铁、VR看装修、房本满五年
上海,静安,次新房，户型方正，有车位，采光好，视野好,https://sh.lianjia.com/ershoufang/107105990865.html,3室2厅,197.61平米,南,29层,精装,万科翡翠雅宾利,西藏北路, 3100万,"156,875元/平",2016年建,8个月以前发布,18人关注,板楼、近地铁、VR看装修、房本满两年
上海,静安,店长热推 总价单价低 地铁口 中间层 南北通 业主诚意,https://sh.lianjia.com/ershoufang/107105705082.html,2室0厅,46.7平米,东南 西北,中楼层(共6层),简装,宝山路519号,西藏北路, 360万,"77,088元/平",1978年建,10个月以前发布,17人关注,板楼、近地铁、VR房源、房本满两年
上海,静安,苏河湾，大悦城旁次新房，高区看陆家嘴三件套景观,https://sh.lianjia.com/ershoufang/107107133520.html,3室2厅,141.3平米,南,高楼层(共28层),精装,农房熙藏苑,西藏北路, 2230万,"157,821元/平",2015年建,2个月以前发布,10人关注,板楼、近地铁、VR看装修、房本满两年
上海,静安,内环内  2000年后小高层  品质小区 南北通三房,https://sh.lianjia.com/ershoufang/107106157327.html,3室1厅,120.89平米,南,低楼层(共11层),精装,和馨苑,西藏北路, 1046万,"86,525元/平",2001年建,7个月以前发布,34人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,静安区内环内2016年次新高档社区2房，双泳池下沉会所,https://sh.lianjia.com/ershoufang/107107100605.html,2室2厅,108.68平米,南,22层,精装,万科翡翠雅宾利,西藏北路, 1660万,"152,742元/平",2016年建,2个月以前发布,0人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,静安内环内2016年次新平层，万科物业，高区采光视野好,https://sh.lianjia.com/ershoufang/107107295368.html,3室2厅,181.27平米,南 北,31层 ,精装,万科翡翠雅宾利,西藏北路, 2799万,"154,411元/平",,1个月以前发布,6人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,内环内低总价高品质南北通三房两卫，1/3/4/8四轨交汇,https://sh.lianjia.com/ershoufang/107106298961.html,3室2厅,143.62平米,南 北,30层,精装,精文城上城,西藏北路, 1250万,"87,036元/平",2004年建,6个月以前发布,34人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,内环内+住宅产权+5万单价上市北+付款无要求+价格好谈,https://sh.lianjia.com/ershoufang/107106785117.html,3室2厅,137.87平米,西南 西 西北,25层,简装,凯鹏国际大厦,西藏北路, 735万,"53,312元/平",2000年建,3个月以前发布,6人关注,塔楼、近地铁、VR房源、房本满五年
上海,静安,万豪公寓 3室2厅 南,https://sh.lianjia.com/ershoufang/107106977919.html,3室2厅,139.34平米,南,17层,毛坯,万豪公寓,西藏北路, 1184万,"84,973元/平",2013年建,2个月以前发布,9人关注,塔楼、近地铁、VR看装修、房本满五年
上海,静安,内环内，精装修，近地铁，生活配套齐全,https://sh.lianjia.com/ershoufang/107106077929.html,2室2厅,78.09平米,北,高楼层(共26层),精装,海联公寓,西藏北路, 578万,"74,018元/平",1991年建,8个月以前发布,153人关注,板塔结合、近地铁、VR看装修、房本满两年
上海,静安,业主诚售 内环内 静安区 稀有楼层佳全明边套小三房,https://sh.lianjia.com/ershoufang/107106711047.html,3室1厅,95.15平米,南 北,低楼层(共7层),简装,志业公寓,西藏北路, 775万,"81,451元/平",1997年建,4个月以前发布,11人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,静安区+内环内+公园旁+1/3/4/8号地铁,https://sh.lianjia.com/ershoufang/107106734322.html,3室2厅,137.14平米,南 北 西,18层,简装,观景苑,西藏北路, 1229万,"89,617元/平",2002年建,4个月以前发布,26人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,高区大三房，6.2米落地大横厅，正看小区花园！,https://sh.lianjia.com/ershoufang/107106912210.html,3室2厅,151.74平米,南,29层,简装,精文城上城,西藏北路, 1458万,"96,086元/平",2004年建,3个月以前发布,16人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,内环内商品房一梯两户单价7万出头中间楼层太便宜了,https://sh.lianjia.com/ershoufang/107107089290.html,3室2厅,109.88平米,南,中楼层(共7层),精装,志业公寓,西藏北路, 789万,"71,806元/平",1996年建,2个月以前发布,40人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,关注苏河湾板块的你，快来看看可观苏州河的大两房吧。,https://sh.lianjia.com/ershoufang/107107108816.html,2室2厅,123.51平米,南,中楼层(共32层),简装,永盛苑,西藏北路, 1060万,"85,824元/平",2003年建,2个月以前发布,7人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,两房一厅全朝南，视野好，采光好，通风好，业主诚售,https://sh.lianjia.com/ershoufang/107106781711.html,2室2厅,108.97平米,南,22层,精装,万科翡翠雅宾利,西藏北路, 1680万,"154,171元/平",2016年建,3个月以前发布,22人关注,板楼、近地铁、VR房源、房本满两年
上海,静安,静安内环大三房+人车分流+M5V1+空中花园社区,https://sh.lianjia.com/ershoufang/107106985755.html,3室2厅,142.6平米,南,30层,精装,精文城上城,西藏北路, 1320万,"92,567元/平",2004年建,2个月以前发布,13人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,内环内园林式社区 三轨交汇 飞机户型大三房 有车位,https://sh.lianjia.com/ershoufang/107106752549.html,3室2厅,156.51平米,南,中楼层(共30层),精装,复地新都国际,西藏北路, 1880万,"120,121元/平",2011年建,3个月以前发布,38人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,楼层佳、地段佳，户型南北，产权清晰，业主置换诚意卖,https://sh.lianjia.com/ershoufang/107106467639.html,2室1厅,51.35平米,南 北,低楼层(共6层),简装,通源小区,西藏北路, 419万,"81,597元/平",1982年建,5个月以前发布,43人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,内环内，复试3房，单价实惠，地段佳，1梯2户，急售！,https://sh.lianjia.com/ershoufang/107106829967.html,3室2厅,146.56平米,南,高楼层(共6层),简装,申桂公寓,西藏北路, 890万,"60,726元/平",1997年建,3个月以前发布,11人关注,板楼、近地铁、VR房源、房本满五年
上海,静安,空中巴比伦 国际化都市社区 内环内洋房设计 城际孤品,https://sh.lianjia.com/ershoufang/107107090423.html,3室2厅,148.36平米,南,10层,精装,精文城上城,西藏北路, 1448万,"97,601元/平",2004年建,2个月以前发布,38人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,内环内17年次新小区，开发商精装交付，地铁350米,https://sh.lianjia.com/ershoufang/107105740801.html,2室1厅,84.14平米,南,高楼层(共20层) ,精装,新湖青蓝国际,西藏北路, 1228万,"145,948元/平",,10个月以前发布,20人关注,板楼、近地铁、VR看装修、房本满两年
上海,静安,园林式小区 三轨交汇 人车分流 边套全明 光线充足,https://sh.lianjia.com/ershoufang/107106026580.html,1室1厅,77.99平米,西南,30层,精装,复地新都国际,西藏北路, 855万,"109,630元/平",2011年建,8个月以前发布,48人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,低总价 小面积 户型正气 看房方便 诚意出售,https://sh.lianjia.com/ershoufang/107106695352.html,1室1厅,50.65平米,南,中楼层(共26层),简装,海联公寓,西藏北路, 470万,"92,794元/平",1994年建,4个月以前发布,8人关注,板塔结合、近地铁、VR看装修、房本满五年、随时看房
上海,静安,内环内 地铁口 低总价  业主诚意出售,https://sh.lianjia.com/ershoufang/107107032687.html,1室1厅,35平米,南,中楼层(共6层) ,毛坯,象山小区,西藏北路, 270万,"77,143元/平",,2个月以前发布,10人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,静安,满五 W一、电梯房龄新、四轨，无遮挡看小区花园,https://sh.lianjia.com/ershoufang/107106014037.html,1室1厅,45.38平米,南 西南,中楼层(共32层),简装,奔腾新干线,西藏北路, 365万,"80,432元/平",2003年建,8个月以前发布,10人关注,塔楼、近地铁、VR看装修、房本满五年
上海,静安,房子满五、卫生间带窗、高区无遮挡视野开阔，近地铁,https://sh.lianjia.com/ershoufang/107105774486.html,1室1厅,42.86平米,东南,中楼层(共32层),简装,奔腾新干线,西藏北路, 330万,"76,995元/平",2003年建,10个月以前发布,13人关注,塔楼、近地铁、VR房源、房本满五年
上海,静安,静安内环+人车分流+户型方正朝南一房+四轨交汇,https://sh.lianjia.com/ershoufang/107106982714.html,1室1厅,70.34平米,南,中楼层(共18层),精装,精文城上城,西藏北路, 720万,"102,360元/平",2004年建,2个月以前发布,32人关注,板楼、近地铁、VR房源、房本满五年
上海,静安,苏州河边地铁口、商场旁，一站人广，好地段，居住适宜,https://sh.lianjia.com/ershoufang/107107136927.html,2室1厅,94.01平米,南 北,22层,简装,浦联公寓,西藏北路, 780万,"82,970元/平",1996年建,2个月以前发布,2人关注,塔楼、近地铁、VR看装修、房本满五年
上海,静安,内环品质No.l、附镇30平、17年次新房、边套全明三房,https://sh.lianjia.com/ershoufang/107105562597.html,3室2厅,141.46平米,南,31层,精装,新湖青蓝国际,西藏北路, 1820万,"128,659元/平",2017年建,11个月以前发布,94人关注,板楼、近地铁、VR房源
上海,静安,高层采光无遮挡，户型南北通，居家精装修,https://sh.lianjia.com/ershoufang/107106041686.html,3室2厅,122.06平米,南 北,高楼层(共7层),精装,青云公寓,西藏北路, 750万,"61,446元/平",1998年建,8个月以前发布,31人关注,板塔结合、近地铁、VR房源
上海,静安,200个达不溜不到就可上车内环内 还税费各付 太便宜了,https://sh.lianjia.com/ershoufang/107106967322.html,1室0厅,27.54平米,北,低楼层(共7层),简装,通阁小区,西藏北路, 195万,"70,807元/平",1988年建,2个月以前发布,23人关注,板楼、近地铁、VR看装修、房本满两年、随时看房
上海,静安,静安内环低总价低单价中楼层一房,https://sh.lianjia.com/ershoufang/107107091516.html,1室1厅,32.9平米,西,中楼层(共7层),简装,宝通路466弄,西藏北路, 210万,"63,830元/平",1986年建,2个月以前发布,13人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,静安,内环18年新房  有管家带会所  天花板三房  临外滩人广,https://sh.lianjia.com/ershoufang/107106719509.html,3室2厅,144.32平米,南,高楼层(共30层),精装,新湖青蓝国际,西藏北路, 2100万,"145,510元/平",2017年建,4个月以前发布,21人关注,板楼、近地铁、VR看装修
上海,静安,内环内246万朝南一室户急售，配套齐全精装修拎包住,https://sh.lianjia.com/ershoufang/107106252475.html,1室0厅,32.48平米,南,高楼层(共6层),简装,宝昌路632弄,西藏北路, 240万,"73,892元/平",1985年建,6个月以前发布,25人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,静安,中山北路570弄 1室1厅 南,https://sh.lianjia.com/ershoufang/107107541170.html,1室1厅,29.64平米,南,中楼层(共5层),简装,中山北路570弄,西藏北路, 265万,"89,407元/平",1987年建,11天以前发布,1人关注,板楼、近地铁、VR看装修、随时看房
上海,静安,大悦城旁精装边套朝南全明2房税费低户型正气,https://sh.lianjia.com/ershoufang/107107094570.html,2室1厅,72.92平米,南,低楼层(共26层),精装,海联公寓,西藏北路, 692万,"94,899元/平",1994年建,2个月以前发布,41人关注,板塔结合、近地铁、VR看装修、房本满五年
上海,静安,大悦城旁，电梯一房，近地铁，生活配套齐全,https://sh.lianjia.com/ershoufang/107107132150.html,1室1厅,39.05平米,北,高楼层(共26层),简装,海联公寓,西藏北路, 295万,"75,545元/平",1994年建,2个月以前发布,11人关注,板塔结合、近地铁、VR看装修、房本满五年
上海,静安,静安内环  花园式社区  一房两厅  全南落地窗  采光好,https://sh.lianjia.com/ershoufang/107107191468.html,1室2厅,70.72平米,南,低楼层(共18层),精装,精文城上城,西藏北路, 650万,"91,912元/平",2004年建,1个月以前发布,30人关注,板楼、近地铁、VR房源、房本满五年
上海,静安,电梯房电梯房！！三楼三楼 ！！200万出头地铁口！!,https://sh.lianjia.com/ershoufang/107107122947.html,1室1厅,29.52平米,北,中楼层(共7层),简装,通阁小区,西藏北路, 220万,"74,526元/平",1992年建,2个月以前发布,10人关注,板楼、近地铁、VR房源、房本满两年
上海,静安,苏河湾板块低总价两房 临地铁双轨 交通便利,https://sh.lianjia.com/ershoufang/107107275282.html,2室1厅,58.41平米,东 北,20层,精装,南星小区,西藏北路, 458万,"78,412元/平",1985年建,1个月以前发布,23人关注,塔楼、近地铁、VR看装修、房本满五年
上海,静安,此房满五 ， 单价低，精装，市北，内环内,https://sh.lianjia.com/ershoufang/107106777153.html,2室0厅,63.58平米,南,低楼层(共20层),精装,永兴小马路70号,西藏北路, 489万,"76,911元/平",1985年建,3个月以前发布,12人关注,塔楼、VR看装修、房本满五年
上海,静安,南星小区720万三开间朝南通风采光好,https://sh.lianjia.com/ershoufang/107107043437.html,2室1厅,78.93平米,南,20层,精装,南星小区,西藏北路, 720万,"91,221元/平",1984年建,2个月以前发布,10人关注,塔楼、近地铁、VR房源、房本满两年
上海,静安,内环内，绝好楼层，朝南两房，这个价格？,https://sh.lianjia.com/ershoufang/107107127485.html,2室1厅,50.13平米,南,中楼层(共7层),简装,宝昌路600弄,西藏北路, 385万,"76,801元/平",1987年建,2个月以前发布,5人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,内环内次新两房，精装双阳台，绿城高品质带会所,https://sh.lianjia.com/ershoufang/107106347501.html,2室1厅,84.93平米,南,31层,精装,新湖青蓝国际,西藏北路, 1150万,"135,406元/平",2017年建,5个月以前发布,92人关注,板楼、近地铁、VR看装修、房本满两年
上海,静安,静安区内环内，次新南北通大两房，花园社区带产权车位,https://sh.lianjia.com/ershoufang/107106852218.html,2室1厅,96.8平米,南,低楼层(共34层),精装,和源馨苑,西藏北路, 848万,"87,604元/平",2014年建,3个月以前发布,19人关注,板楼、近地铁、VR看装修、房本满两年
上海,静安,新上chao诚意出售一房 看房随时 满五年唯  一  总价低,https://sh.lianjia.com/ershoufang/107106942049.html,1室1厅,44.69平米,北,低楼层(共26层),简装,海联公寓,西藏北路, 340万,"76,080元/平",1994年建,3个月以前发布,5人关注,板塔结合、近地铁、VR看装修、房本满五年
上海,静安,房子满五年，朝南一室半，楼层好,https://sh.lianjia.com/ershoufang/107106360548.html,1室1厅,37.49平米,西南,高楼层(共6层),简装,宝山路499弄,西藏北路, 245万,"65,351元/平",1988年建,5个月以前发布,10人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,天潼路地铁10，12号线200米，苏州河300米，万象城,https://sh.lianjia.com/ershoufang/107107145979.html,2室1厅,61.44平米,南,24层,简装,联富假日公寓,西藏北路, 578万,"94,076元/平",2007年建,2个月以前发布,9人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,天潼路地铁1012号线200米苏州河300米60万方万象城,https://sh.lianjia.com/ershoufang/107107030561.html,1室1厅,51.65平米,南,24层,简装,联富假日公寓,西藏北路, 520万,"100,678元/平",2007年建,2个月以前发布,5人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,苏州河畔，大悦城旁，地铁口，南北两房,https://sh.lianjia.com/ershoufang/107107209356.html,2室1厅,57.53平米,南,高楼层(共7层),简装,北市场小区,西藏北路, 540万,"93,865元/平",1984年建,1个月以前发布,2人关注,板楼、近地铁、VR看装修、房本满两年
上海,静安,近地铁低楼层 多10平面积 价格有空间,https://sh.lianjia.com/ershoufang/107106195181.html,2室1厅,55.9平米,南,低楼层(共7层),毛坯,复元坊,西藏北路, 470万,"84,079元/平",1993年建,7个月以前发布,27人关注,板楼、近地铁、VR房源、房本满两年
上海,静安,内环静安区 三轨交地铁360米 西边套全明南北通双阳台,https://sh.lianjia.com/ershoufang/107107289459.html,2室1厅,63.01平米,南,高楼层(共6层),精装,通源小区,西藏北路, 455万,"72,211元/平",1988年建,1个月以前发布,16人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,静安,天潼路地铁口 精装两房 可看陆家嘴三件套,https://sh.lianjia.com/ershoufang/107107012465.html,2室1厅,61.34平米,南,24层,简装,联富假日公寓,西藏北路, 650万,"105,967元/平",2007年建,2个月以前发布,8人关注,板楼、VR看装修、房本满五年
上海,静安,业主定好新房急降50万，楼上还多16平面积，不看必后悔,https://sh.lianjia.com/ershoufang/107107313723.html,1室1厅,39.92平米,南,高楼层(共6层),精装,光华坊,西藏北路, 315万,"78,908元/平",1989年建,1个月以前发布,8人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,内环内精装小两房，刚需优，选，满五年，南北通,https://sh.lianjia.com/ershoufang/107107280499.html,2室1厅,62.03平米,南,高楼层(共7层),精装,志业公寓,西藏北路, 470万,"75,770元/平",1996年建,1个月以前发布,15人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,内环内总价低 电梯朝南两房 直市北 诚意卖 闹中取静,https://sh.lianjia.com/ershoufang/107107023385.html,2室1厅,55.59平米,南,20层,精装,永兴小马路60号,西藏北路, 450万,"80,950元/平",1985年建,2个月以前发布,27人关注,塔楼、近地铁、VR看装修、房本满五年
上海,静安,内环内电梯房，全明户型，两房朝南厅朝南,https://sh.lianjia.com/ershoufang/107106851660.html,2室2厅,103.29平米,南,24层,简装,久欣公寓,西藏北路, 755万,"73,096元/平",1997年建,3个月以前发布,23人关注,塔楼、近地铁、VR看装修、房本满五年
上海,静安,地铁300米 三站到人广，精装南北大两房一厅 急售卖,https://sh.lianjia.com/ershoufang/107107332921.html,2室1厅,60.27平米,南 北,中楼层(共7层),精装,通阁小区,西藏北路, 460万,"76,324元/平",1988年建,1个月以前发布,22人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,静安内环（2017年小区）双会所（刚需大宅）人车分流,https://sh.lianjia.com/ershoufang/107106752982.html,2室2厅,85.05平米,南 北,低楼层(共30层),精装,新湖青蓝国际,西藏北路, 1248万,"146,738元/平",2017年建,3个月以前发布,22人关注,板楼、近地铁、VR看装修、房本满两年
上海,静安,花园式小区 电梯两房 全明户型 税费少,https://sh.lianjia.com/ershoufang/107106764408.html,2室0厅,58.41平米,东北,20层,简装,南星小区,西藏北路, 490万,"83,890元/平",1985年建,3个月以前发布,18人关注,塔楼、近地铁、VR看装修、房本满五年
上海,静安,美丽家园示范小区，8号线300米，婚房装修拎包入住,https://sh.lianjia.com/ershoufang/107107125649.html,1室1厅,40.12平米,南,高楼层(共7层),精装,洪远公寓,西藏北路, 290万,"72,284元/平",1992年建,2个月以前发布,35人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,地铁口双南两房，阳光采光全天无遮挡,https://sh.lianjia.com/ershoufang/107106526553.html,2室1厅,80.5平米,南 北,高楼层(共7层),简装,志业公寓,西藏北路, 610万,"75,777元/平",1996年建,4个月以前发布,20人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安,静安品质典范，南北通全明户型，业主诚售，税费低,https://sh.lianjia.com/ershoufang/107106629932.html,1室2厅,75.23平米,南 北,低楼层(共32层),精装,绿洲雅宾利花园(一期),西藏北路, 910万,"120,963元/平",2007年建,4个月以前发布,7人关注,板楼、近地铁、VR看装修、房本满两年
