城市,板块,名称,链接,户型,面积,朝向,楼层,装修,小区,区域,总价,单价,建成时间,发布时间,关注,其他信息
上海,虹口,3/8号线虹口足球场边上+大三房+带两卫+诚意出售,https://sh.lianjia.com/ershoufang/107107145513.html,3室2厅,138.19平米,南,中楼层(共28层),精装,吉联大厦,鲁迅公园, 980万,"70,917元/平",2006年建,2个月以前发布,5人关注,板楼、近地铁、房本满五年
上海,虹口,模一小区 2室0厅 南,https://sh.lianjia.com/ershoufang/107106979557.html,2室0厅,50.88平米,南,高楼层(共6层),精装,模一小区,鲁迅公园, 398万,"78,224元/平",1986年建,2个月以前发布,0人关注,板楼、近地铁
上海,虹口,繁华地段 低总价 近地铁3/8号线,https://sh.lianjia.com/ershoufang/107104582631.html,5室2厅,416.52平米,东南,低楼层(共26层),毛坯,华能公寓,鲁迅公园, 855万,"20,528元/平",1997年建,一年前发布,57人关注,塔楼、近地铁
上海,虹口,外滩滨江复式别墅，有天有水有景，俯瞰S湾两岸夜景,https://sh.lianjia.com/ershoufang/107106916165.html,4室2厅,257.71平米,南,20层,精装,白金府邸,北外滩, 3680万,"142,797元/平",2005年建,3个月以前发布,19人关注,板楼、近地铁、VR房源、房本满五年、随时看房
上海,虹口,北外滩地铁口总高7层电梯小洋房!原始电梯洋房！,https://sh.lianjia.com/ershoufang/107105732647.html,2室2厅,106.25平米,南,中楼层(共7层),精装,宏惠花苑,北外滩, 1099万,"103,436元/平",2002年建,10个月以前发布,38人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,虹口,北外滩近外白渡桥近地铁低总价诚意出售配套好,https://sh.lianjia.com/ershoufang/107107465146.html,3室2厅,129.42平米,南,低楼层(共24层),简装,扬子江大厦,北外滩, 1210万,"93,495元/平",2001年建,22天以前发布,12人关注,板楼、近地铁、VR房源、房本满五年、随时看房
上海,虹口,北外滩 正气三房潜力板块五年采光充足配套设施全,https://sh.lianjia.com/ershoufang/107107453840.html,3室2厅,166.35平米,南,中楼层(共28层),简装,名江七星城,北外滩, 1800万,"108,206元/平",2003年建,23天以前发布,11人关注,板楼、近地铁、VR房源、房本满五年、随时看房
上海,虹口,北外滩大三房，精装修看房有钥匙，总价低地铁4/12号线,https://sh.lianjia.com/ershoufang/107107161254.html,3室1厅,101.26平米,南,低楼层(共24层),简装,大众公寓,北外滩, 849万,"83,844元/平",1997年建,2个月以前发布,6人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,虹口,北外滩高区板楼两房、配套成熟 ，采光视野好、诚意出,https://sh.lianjia.com/ershoufang/107104586380.html,2室1厅,89.99平米,南,高楼层(共22层),简装,家化公寓,北外滩, 750万,"83,343元/平",1997年建,一年前发布,34人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,虹口,北外滩一线江景房，板式3房，精装修带产权车位随时看,https://sh.lianjia.com/ershoufang/107106693411.html,3室2厅,135.47平米,南 北,高楼层(共33层),精装,鸿旭豪苑,北外滩, 1499万,"110,652元/平",2007年建,4个月以前发布,15人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,虹口,北外滩电梯两房，好地段好楼层，配套完善,https://sh.lianjia.com/ershoufang/107107426554.html,2室0厅,51.61平米,东,中楼层(共25层),简装,久耕小区,北外滩, 450万,"87,193元/平",1990年建,27天以前发布,1人关注,塔楼、近地铁、VR房源、房本满五年、随时看房
上海,虹口,北外滩 江景房 带车位 万科物业,https://sh.lianjia.com/ershoufang/107104951666.html,4室2厅,176.69平米,南,高楼层(共30层),精装,名江七星城,北外滩, 2458万,"139,114元/平",2003年建,一年前发布,25人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩滨江旁小区，配套齐全，户型很正，满五*,https://sh.lianjia.com/ershoufang/107102510303.html,3室2厅,165.55平米,南,低楼层(共30层) ,精装,新外滩花苑,北外滩, 2400万,"144,972元/平",,一年前发布,171人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,馨虹苑  精装三房  全明户型  带两个阳台  交通便利,https://sh.lianjia.com/ershoufang/107105576787.html,3室1厅,112.3平米,南,高楼层(共18层),精装,馨虹苑,北外滩, 1198万,"106,679元/平",2003年建,11个月以前发布,43人关注,板塔结合、近地铁、VR看装修、房本满五年
上海,虹口,北外滩，揽江赏景，滨江绿地，与陆家嘴隔江相望,https://sh.lianjia.com/ershoufang/107106611595.html,3室2厅,240.17平米,南,低楼层(共31层),简装,白金湾府邸,北外滩, 3780万,"157,389元/平",2008年建,4个月以前发布,3人关注,板楼、近地铁、VR看装修、房本满两年
上海,虹口,景观房+地段好+绿地滨江100米+双轨交+税费低,https://sh.lianjia.com/ershoufang/107104539917.html,2室2厅,117平米,南,中楼层(共33层),精装,新外滩花苑,北外滩, 1550万,"132,479元/平",2001年建,一年前发布,68人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,户型方正，全明格局，精装修优质小区房,https://sh.lianjia.com/ershoufang/107105719190.html,3室2厅,112.3平米,南,高楼层(共18层),精装,馨虹苑,北外滩, 1200万,"106,857元/平",2003年建,10个月以前发布,9人关注,板塔结合、近地铁、VR房源、房本满五年
上海,虹口,房子看外滩东方明珠景观+三件套+江景+满五年,https://sh.lianjia.com/ershoufang/107105764343.html,4室2厅,305.14平米,南 北,中楼层(共31层),精装,白金湾府邸,北外滩, 4580万,"150,096元/平",2009年建,10个月以前发布,3人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩明星楼盘，两梯两户得房率高,https://sh.lianjia.com/ershoufang/107104693406.html,2室2厅,130.24平米,南 北,中楼层(共30层),精装,名江七星城,北外滩, 1570万,"120,547元/平",2003年建,一年前发布,6人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩，滨江绿地，大3房，玻璃墙落地窗，坐北朝南,https://sh.lianjia.com/ershoufang/107106939008.html,3室2厅,240.24平米,南 北,低楼层(共31层),精装,白金湾府邸,北外滩, 4200万,"174,826元/平",2008年建,3个月以前发布,4人关注,板楼、近地铁、VR看装修、房本满两年
上海,虹口,外滩旁高品质住宅，二期房龄新，高区景观房，南北通透,https://sh.lianjia.com/ershoufang/107107110080.html,3室2厅,154.53平米,南 北,高楼层(共38层),精装,外滩·豪景苑,北外滩, 2628万,"170,065元/平",2013年建,2个月以前发布,8人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,东方明珠景观房，大阳台，地铁口2007年2梯5户板式住宅,https://sh.lianjia.com/ershoufang/107107018248.html,2室2厅,97.98平米,南 西,低楼层(共32层),精装,外滩99,北外滩, 1150万,"117,371元/平",2007年建,2个月以前发布,17人关注,板楼、近地铁、VR房源、房本满五年
上海,虹口,白金湾府邸精装修3房，中区边套,https://sh.lianjia.com/ershoufang/107105903169.html,3室2厅,278.28平米,南,中楼层(共31层),精装,白金湾府邸,北外滩, 4380万,"157,396元/平",2008年建,9个月以前发布,4人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩江景房，陆家嘴S湾尽收眼底，品质小区，大平层,https://sh.lianjia.com/ershoufang/107105755549.html,3室2厅,170.84平米,南 北,20层,精装,白金府邸,北外滩, 2560万,"149,848元/平",2005年建,10个月以前发布,33人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,开发商式装修，连体大阳台，奢华的体验老少皆宜,https://sh.lianjia.com/ershoufang/107106603007.html,3室2厅,176.69平米,南,低楼层(共24层),精装,大众公寓,北外滩, 1180万,"66,784元/平",1997年建,4个月以前发布,31人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,虹口,北外滩高区景观+南北直通双阳台+满五年+有车位,https://sh.lianjia.com/ershoufang/107106406310.html,3室2厅,137.09平米,南 北,高楼层(共32层),精装,阳光前景,北外滩, 1820万,"132,760元/平",2003年建,5个月以前发布,7人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,虹口,远交近攻，纵横南北，俯视江景，悠然自得,https://sh.lianjia.com/ershoufang/107107002462.html,3室2厅,131.81平米,南 北,高楼层(共33层),精装,鸿旭豪苑,北外滩, 1499万,"113,725元/平",2007年建,2个月以前发布,26人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,虹口,建爱大厦 2室2厅 东南,https://sh.lianjia.com/ershoufang/107105394899.html,2室2厅,126.92平米,东南,中楼层(共27层),精装,建爱大厦,北外滩, 920万,"72,487元/平",1998年建,一年前发布,10人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,虹口,北外滩+南北通+小区中排+安静宜居,https://sh.lianjia.com/ershoufang/107107166295.html,3室1厅,113.11平米,南,高楼层(共6层),简装,唐山新苑,北外滩, 857万,"75,767元/平",1996年建,2个月以前发布,11人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,虹口,滨江小区，配套成熟，来福士白玉兰双商场，地铁440米,https://sh.lianjia.com/ershoufang/107105796096.html,2室2厅,119.56平米,南,低楼层(共30层),精装,新外滩花苑,北外滩, 1450万,"121,279元/平",2001年建,9个月以前发布,27人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,虹口,江景YYDS，外滩烫金地段，大3房税费低，滨江绿地40米,https://sh.lianjia.com/ershoufang/107106950301.html,3室2厅,163.6平米,南,中楼层(共32层),简装,新外滩花苑,北外滩, 2350万,"143,644元/平",2001年建,3个月以前发布,22人关注,板楼、近地铁、VR看装修、房本满两年、随时看房
上海,虹口,外滩70年纯住宅，人车分流 近看三件套黄浦江 带车位,https://sh.lianjia.com/ershoufang/107106130395.html,3室2厅,165.17平米,南 北,32层,简装,耀江国际广场(公寓),北外滩, 2290万,"138,646元/平",2005年建,7个月以前发布,35人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,中虹明珠苑 3室2厅 南,https://sh.lianjia.com/ershoufang/107105645273.html,3室2厅,153.09平米,南,低楼层(共26层),简装,中虹明珠苑,北外滩, 1800万,"117,578元/平",2006年建,10个月以前发布,2人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,铂金地段，北外滩滨江，大3房，诚意出售,https://sh.lianjia.com/ershoufang/107105955014.html,3室2厅,165.55平米,东南,低楼层(共30层),精装,新外滩花苑,北外滩, 2250万,"135,911元/平",2001年建,8个月以前发布,8人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩电梯中层   全南户型  业主诚意出售   有钥匙！,https://sh.lianjia.com/ershoufang/107106405306.html,2室2厅,98.52平米,南,低楼层(共33层),简装,阳光前景,北外滩, 1182万,"119,976元/平",2003年建,5个月以前发布,18人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,总监聚焦推荐：次新精装全明“3房2厅1厨2卫 单价7.4万,https://sh.lianjia.com/ershoufang/107106906363.html,3室2厅,118.69平米,东,中楼层(共24层),精装,大众公寓,北外滩, 880万,"74,143元/平",1997年建,3个月以前发布,24人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩电梯中区+售后公房+1套+完整社区,https://sh.lianjia.com/ershoufang/107107422718.html,2室1厅,88.05平米,南,中楼层(共18层),精装,唐山新苑,北外滩, 720万,"81,772元/平",1996年建,27天以前发布,11人关注,塔楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩双轨交汇2房，可看东方明珠，黄浦江景观，大阳,https://sh.lianjia.com/ershoufang/107104845637.html,2室2厅,97.98平米,南 西,中楼层(共32层),精装,外滩99,北外滩, 1180万,"120,433元/平",2007年建,一年前发布,14人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,虹口,滨江不多电梯一房一厅+高区+看480米地 标++满五唯  一,https://sh.lianjia.com/ershoufang/107106755346.html,1室1厅,47.08平米,东,中楼层(共14层),简装,建唐大楼,北外滩, 430万,"91,334元/平",1989年建,3个月以前发布,3人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,虹口,北外滩高区全明户型电梯一房一厅，出国急售,https://sh.lianjia.com/ershoufang/107106502067.html,1室1厅,53.1平米,南,中楼层(共18层),简装,公平大楼,北外滩, 498万,"93,786元/平",1994年建,5个月以前发布,6人关注,塔楼、近地铁、VR看装修、房本满五年、随时看房
上海,虹口,北外滩来福士广场，电梯2房，总价低，生活方便近地铁,https://sh.lianjia.com/ershoufang/107105814188.html,2室2厅,65.28平米,南,高楼层(共12层),简装,安国大楼,北外滩, 570万,"87,317元/平",1990年建,9个月以前发布,31人关注,塔楼、近地铁、VR看装修、房本满五年、随时看房
上海,虹口,地段好，楼层好，东边套全明，满五年唯 一，诚意出售,https://sh.lianjia.com/ershoufang/107105874856.html,2室2厅,84.1平米,东 北,高楼层(共22层),精装,久耕小区,北外滩, 640万,"76,100元/平",1991年建,9个月以前发布,79人关注,塔楼、近地铁、VR看装修、房本满五年、随时看房
上海,虹口,河滨大楼 2室2厅 西,https://sh.lianjia.com/ershoufang/107107125013.html,2室2厅,129.51平米,西,中楼层(共11层),简装,河滨大楼,北外滩, 1750万,"135,125元/平",1936年建,2个月以前发布,6人关注,塔楼、近地铁、VR房源、房本满五年、随时看房
上海,虹口,北外滩滨江，低总价，精装，花园住宅,https://sh.lianjia.com/ershoufang/107106943210.html,2室2厅,89.13平米,南,中楼层(共18层),精装,馨虹苑,北外滩, 910万,"102,099元/平",2003年建,3个月以前发布,64人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,虹口,北外滩板块，半人车分流，小区安静宜居,https://sh.lianjia.com/ershoufang/107106046199.html,3室2厅,134.49平米,南,低楼层(共19层),简装,荣胜公寓,北外滩, 1250万,"92,944元/平",2000年建,8个月以前发布,3人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,电梯2居，北外滩板块，历史风貌片区,https://sh.lianjia.com/ershoufang/107105515181.html,2室1厅,66.11平米,南,中楼层(共15层),精装,九联小区,北外滩, 658万,"99,532元/平",1994年建,11个月以前发布,2人关注,板楼、近地铁、VR房源、房本满五年
上海,虹口,江景YYDS，外滩、浦江、陆家嘴城市景观，你要的都在这,https://sh.lianjia.com/ershoufang/107106290008.html,2室2厅,120.38平米,南,中楼层(共32层),精装,新外滩花苑,北外滩, 2350万,"195,216元/平",2001年建,6个月以前发布,55人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩板块，前面白玉兰广场，后面瑞虹新天的，景观房,https://sh.lianjia.com/ershoufang/107107019665.html,3室2厅,135.65平米,南 北,中楼层(共32层),简装,阳光前景,北外滩, 1585万,"116,845元/平",2003年建,2个月以前发布,11人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩电梯房，小两房，业主诚意，朝南两房,https://sh.lianjia.com/ershoufang/107104533634.html,2室1厅,66.4平米,南,低楼层(共15层),简装,九联小区,北外滩, 560万,"84,338元/平",1994年建,一年前发布,3人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩烫金地段，景观房，看江景，地铁200米，南北通,https://sh.lianjia.com/ershoufang/107105780830.html,3室2厅,164.03平米,南 北,中楼层(共31层),精装,名江七星城,北外滩, 2280万,"138,999元/平",2003年建,10个月以前发布,8人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,地段好，人车分流，朝向好，采光视野好，满五年唯 一,https://sh.lianjia.com/ershoufang/107105293872.html,2室2厅,131.38平米,东南 南,低楼层(共32层),精装,外滩99,北外滩, 1560万,"118,740元/平",2007年建,一年前发布,26人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,黄浦江边孤品别墅+带花园和车库+4号线地铁口,https://sh.lianjia.com/ershoufang/107107048819.html,3室2厅,228.16平米,南,低楼层(共1层),精装,临潼苑,北外滩, 2900万,"127,104元/平",2003年建,2个月以前发布,17人关注,板楼、近地铁、VR房源、房本满两年
上海,虹口,户型好，近地铁，咖啡未凉已到城中，业主诚意出售,https://sh.lianjia.com/ershoufang/107102702669.html,3室2厅,121.7平米,南,低楼层(共12层),精装,宇泰公寓,北外滩, 1539万,"126,459元/平",2000年建,一年前发布,159人关注,板楼、近地铁、VR房源、房本满五年
上海,虹口,此房满五唯 一，板楼住宅，得房率高，楼层佳，采光好,https://sh.lianjia.com/ershoufang/107105860565.html,2室2厅,84.97平米,南 北,高楼层(共5层),精装,前进小区,北外滩, 790万,"92,974元/平",1994年建,9个月以前发布,6人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩地段，房型正气，全明户型，楼层好，精装修,https://sh.lianjia.com/ershoufang/107104095451.html,2室2厅,84.1平米,西 北,高楼层(共22层),精装,久耕小区,北外滩, 660万,"78,479元/平",1991年建,一年前发布,31人关注,塔楼、近地铁、VR看装修、房本满五年
上海,虹口,三好房源:楼层好、户型好、位置好，,https://sh.lianjia.com/ershoufang/107105421671.html,2室2厅,123.8平米,南 北,中楼层(共13层),简装,中虹明珠苑,北外滩, 1480万,"119,548元/平",2006年建,一年前发布,5人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,新外滩花苑   业主诚意出售  滨临黄浦江  钥匙房,https://sh.lianjia.com/ershoufang/107106877732.html,3室1厅,165.55平米,南,中楼层(共30层) ,精装,新外滩花苑,北外滩, 2248万,"135,790元/平",,3个月以前发布,6人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩2房，南北通透，满五年，税少，诚意出售，可议,https://sh.lianjia.com/ershoufang/107106092356.html,2室2厅,130.84平米,南 北,中楼层(共30层),精装,名江七星城,北外滩, 1638万,"125,192元/平",2003年建,8个月以前发布,6人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩四房+两梯两户+刷卡入户+配套齐全+看房方便,https://sh.lianjia.com/ershoufang/107105351583.html,4室2厅,179.83平米,南 北,低楼层(共28层),简装,名江七星城,北外滩, 1980万,"110,104元/平",2003年建,一年前发布,24人关注,板楼、近地铁、VR房源、房本满五年
上海,虹口,北外滩滨江  无车区旁 03年小区 低总价 带花园,https://sh.lianjia.com/ershoufang/107106909881.html,3室2厅,141.85平米,南,低楼层(共18层),精装,馨虹苑,北外滩, 1319万,"92,986元/平",2003年建,3个月以前发布,3人关注,板塔结合、近地铁、VR房源、房本满两年
上海,虹口,南北3房，中间位置，来福士白玉兰近在咫尺，户型正气,https://sh.lianjia.com/ershoufang/107104812659.html,3室2厅,171.48平米,南 北,低楼层(共33层),精装,新外滩花苑,北外滩, 2100万,"122,464元/平",2001年建,一年前发布,17人关注,板楼、近地铁、VR房源、房本满五年
上海,虹口,北外滩滨江位置，地段好，距离地铁站近，生活交通配套,https://sh.lianjia.com/ershoufang/107107007316.html,3室2厅,129.89平米,南,高楼层(共17层),精装,和泰玫瑰园,北外滩, 1650万,"127,031元/平",2000年建,2个月以前发布,7人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,钥匙房，滨江顶配资源，一步直达江边，Wow！,https://sh.lianjia.com/ershoufang/107106052301.html,2室2厅,120.94平米,南,低楼层(共30层),简装,新外滩花苑,北外滩, 1520万,"125,683元/平",2001年建,8个月以前发布,14人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,沿苏州河步道，直面陆家嘴景观，视野开阔、精装修。,https://sh.lianjia.com/ershoufang/107103585350.html,3室2厅,171.79平米,南 北,低楼层(共32层),精装,外滩99,北外滩, 2400万,"139,706元/平",2007年建,一年前发布,47人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩江景房，陆家嘴S湾尽收眼底，品质小区，大平层,https://sh.lianjia.com/ershoufang/107107214854.html,3室2厅,170.84平米,南 北,20层,精装,白金府邸,北外滩, 2728万,"159,682元/平",2005年建,1个月以前发布,2人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩烫金地段 全南景观两房 满5wei一,https://sh.lianjia.com/ershoufang/107105607188.html,2室2厅,98.52平米,南,中楼层(共33层),简装,阳光前景,北外滩, 1253万,"127,183元/平",2003年建,11个月以前发布,0人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,滨江品质小区+高区+万科物业+刷卡到户+有车位,https://sh.lianjia.com/ershoufang/107105268440.html,3室2厅,130.24平米,南,高楼层(共30层),精装,名江七星城,北外滩, 1735万,"133,216元/平",2003年建,一年前发布,20人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩2010年小区+人车分流高品质管理,https://sh.lianjia.com/ershoufang/107105905182.html,3室2厅,153.9平米,南 北,中楼层(共31层),精装,外滩·豪景苑,北外滩, 2500万,"162,444元/平",2011年建,9个月以前发布,10人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩滨江，万科物业，高区景观，2T2H刷卡到户,https://sh.lianjia.com/ershoufang/107105258162.html,3室2厅,130.84平米,南,高楼层(共30层),精装,名江七星城,北外滩, 2000万,"152,859元/平",2003年建,一年前发布,74人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,历史保护建筑，双轨地铁口，可看苏州河，看房方便,https://sh.lianjia.com/ershoufang/107107090008.html,3室1厅,163.44平米,西,中楼层(共11层),精装,河滨大楼,北外滩, 2000万,"122,370元/平",1936年建,2个月以前发布,19人关注,塔楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩高品质住宅，一线江景房（黄浦江/陆家嘴四件套,https://sh.lianjia.com/ershoufang/107106753893.html,3室2厅,166.48平米,南 北,32层,精装,耀江国际广场(公寓),北外滩, 2500万,"150,169元/平",2006年建,3个月以前发布,15人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,南北通板式户型大三房，采光不挡，诚意出售,https://sh.lianjia.com/ershoufang/107107299900.html,3室2厅,141.73平米,南,中楼层(共32层),精装,阳光前景,北外滩, 1588万,"112,045元/平",2003年建,1个月以前发布,17人关注,板楼、近地铁、VR房源、房本满五年
上海,虹口,北外滩CBD   交 通 便 捷  生 活 舒适  精装小三房,https://sh.lianjia.com/ershoufang/107106050551.html,3室2厅,112.38平米,南,低楼层(共18层),精装,馨虹苑,北外滩, 990万,"88,094元/平",2003年建,8个月以前发布,85人关注,板塔结合、近地铁、VR房源、房本满五年
上海,虹口,看白玉兰全景，看黄浦江景观，看陆家嘴景观,https://sh.lianjia.com/ershoufang/107106706098.html,4室2厅,210.02平米,南 北,29层,精装,白金府邸,北外滩, 2849万,"135,654元/平",2005年建,4个月以前发布,25人关注,板楼、近地铁、VR房源、房本满五年
上海,虹口,北外滩，电梯1室户，低总价，低单价，刚刚美丽家园,https://sh.lianjia.com/ershoufang/107106102379.html,1室1厅,45.28平米,南,中楼层(共15层),精装,九联小区,北外滩, 398万,"87,898元/平",1994年建,8个月以前发布,15人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,虹口,九联小区   配套齐全   交通便利   看房提前约随时看,https://sh.lianjia.com/ershoufang/107106094449.html,1室1厅,56.98平米,南,中楼层(共15层),简装,九联小区,北外滩, 530万,"93,016元/平",1994年建,8个月以前发布,0人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩地段，配套齐全，南北两房,https://sh.lianjia.com/ershoufang/107106454310.html,2室2厅,96.11平米,南,中楼层(共33层),精装,阳光前景,北外滩, 1229万,"127,875元/平",2003年建,5个月以前发布,7人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,全明户型外滩一居室，电梯小区 位置视野棒,https://sh.lianjia.com/ershoufang/107106608205.html,1室1厅,41.88平米,东 北,高楼层(共25层),简装,久耕小区,北外滩, 365万,"87,154元/平",1990年建,4个月以前发布,5人关注,塔楼、近地铁、VR看装修、房本满五年、随时看房
上海,虹口,恒升半岛 1室1厅 南,https://sh.lianjia.com/ershoufang/107106935223.html,1室1厅,40.99平米,南,高楼层(共26层),简装,恒升半岛,北外滩, 400万,"97,585元/平",2001年建,3个月以前发布,10人关注,塔楼、近地铁、VR看装修、房本满五年、随时看房
上海,虹口,热火朝天北外滩，地铁，电梯，视野好，在这你也有个家,https://sh.lianjia.com/ershoufang/107106943074.html,1室0厅,47.08平米,东,中楼层(共14层),简装,建唐大楼,北外滩, 439万,"93,246元/平",1989年建,3个月以前发布,1人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,虹口,北外滩，交通便利，出门就是虹口滨江，来福士。,https://sh.lianjia.com/ershoufang/107106723035.html,1室0厅,34.56平米,南,高楼层(共16层),毛坯,长江大楼,北外滩, 360万,"104,167元/平",1985年建,4个月以前发布,13人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,虹口,北外滩朝南电梯1房+12号线提篮桥地铁站,https://sh.lianjia.com/ershoufang/107106572476.html,1室1厅,47.09平米,南,高楼层(共15层),简装,九联小区,北外滩, 460万,"97,686元/平",1994年建,4个月以前发布,0人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,提篮桥路地铁站，低总价两房，生活配套全，精装修,https://sh.lianjia.com/ershoufang/107105419590.html,2室1厅,59.32平米,东,中楼层(共12层),精装,安国大楼,北外滩, 550万,"92,718元/平",1990年建,一年前发布,6人关注,塔楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩板块，楼层好，位置安静，税费少！业主诚意出售,https://sh.lianjia.com/ershoufang/107106833431.html,2室0厅,50.86平米,南 北,中楼层(共5层),简装,昆山小区,北外滩, 508万,"99,883元/平",1980年建,3个月以前发布,6人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩滨江绿地，近地铁，朝南的两居室，阳光好视野好,https://sh.lianjia.com/ershoufang/107107184313.html,2室1厅,52.99平米,南,高楼层(共7层),简装,马厂路65号,北外滩, 560万,"105,681元/平",1992年建,1个月以前发布,14人关注,板楼、近地铁、VR房源、房本满五年
上海,虹口,景观房，高区阳光视野均佳的一套舒适大1房，售后公房,https://sh.lianjia.com/ershoufang/107107027535.html,1室1厅,58.65平米,南,高楼层(共18层),简装,木材大厦,北外滩, 558万,"95,141元/平",1992年建,2个月以前发布,3人关注,塔楼、近地铁、VR房源、房本满五年
上海,虹口,北外滩滨江 1室半 好地段 白玉兰旁,https://sh.lianjia.com/ershoufang/107106799918.html,1室1厅,38.39平米,西南,中楼层(共7层),简装,马厂路63号,北外滩, 428万,"111,488元/平",1992年建,3个月以前发布,3人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩景观房+品质小区+刷卡到户+看黄浦江陆家嘴,https://sh.lianjia.com/ershoufang/107105994764.html,3室2厅,165.19平米,南 北,32层,简装,耀江国际广场(公寓),北外滩, 2470万,"149,525元/平",2006年建,8个月以前发布,4人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,地理位置好，楼层采光好，得房率高，户型好，税费少！,https://sh.lianjia.com/ershoufang/107107000475.html,2室1厅,43.88平米,南 北,中楼层(共5层),简装,昆山小区,北外滩, 450万,"102,553元/平",1980年建,2个月以前发布,8人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,地理位置优越，普通住宅，满五年唯 一，采光无遮挡,https://sh.lianjia.com/ershoufang/107107274800.html,2室1厅,51.61平米,东,低楼层(共25层),简装,久耕小区,北外滩, 430万,"83,318元/平",1990年建,1个月以前发布,3人关注,塔楼、近地铁、VR看装修、房本满五年
上海,虹口,北外滩，滨江小户型，30万+婚房装修，朝南低总价,https://sh.lianjia.com/ershoufang/107106978061.html,2室1厅,50.68平米,南,低楼层(共16层),精装,长江大楼,北外滩, 535万,"105,565元/平",1985年建,2个月以前发布,12人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,外滩旁、滨江边、地铁口、低总价电梯景观房！,https://sh.lianjia.com/ershoufang/107106947648.html,2室1厅,53.13平米,南,高楼层(共9层),简装,东长治路330号,北外滩, 630万,"118,578元/平",1983年建,3个月以前发布,7人关注,板楼、近地铁、VR看装修、房本满五年
上海,虹口,美丽家园标杆小区！南北通两房！诚意出售，产权清晰！,https://sh.lianjia.com/ershoufang/107107300335.html,2室1厅,53.45平米,南 北,高楼层(共6层),精装,久耕小区,北外滩, 380万,"71,095元/平",1986年建,1个月以前发布,12人关注,板楼、近地铁、VR看装修、房本满两年
